book_id,isbn,title,authors,publisher,published_year,genre,description,cover_image_url
B00105,9781987474886,The Mysterious Affair at Styles,Agatha Christie,CreateSpace Independent Publishing Platform,2024,Mystery; Thriller; Fiction; Art,"Set in the summer of 1917 in an Essex country estate, the story follows the war-wounded Captain Arthur Hastings to the Styles St. Mary manor of his friend John Cavendish. The Cavendish household is wrought with tension due to the marriage of John's widowed old aunt Emily, she of a sizeable fortune, to a suspicious younger man, Alfred Inglethorp, twenty years her junior. Emily's two stepsons, John and Lawrence Cavendish, as well as John's wife Mary and several other people, also live at Styles. Late one night, the residents of Styles wake to find Emily Inglethorp dying. When Emily's sudden heart attack is found to be attributable to strychnine, Hastings, who had runs into his old friend, the Belgian Hercule Poirot, he recruits him to aid in the local investigation. With impeccable timing, Hercule Poirot, the insightful retired detective, makes his dramatic entrance to solve a most baffling case.Who poisoned the wealthy Emily Inglethorpe, and how did the murderer penetrate and escape from her locked bedroom? Suspects abound in the quaint village of Styles St. Mary--from the heiress's fawning new husband to her two stepsons, her volatile housekeeper, and a pretty nurse who works in a hospital dispensary. On the day she was killed, Emily Inglethorp was overheard arguing with someone, most likely her husband, Alfred, or her stepson, John. Afterwards, she seemed quite distressed and, apparently, made a new will--which no one can find. Nobody can explain how or when the strychnine was administered to Mrs. Inglethorp. High on Poirot's list of suspects are: John Cavendish, the elder stepson; Mary Cavendish, his wife; Lawrence Cavendish, the younger stepson; Evelyn Howard, Mrs. Inglethorpe's companion; Cynthia Murdoch, her protegee; and Dr. Bauerstein, a mysterious stranger who lives in Essex. All have motive and opportunity but only Poirot can discover the truth.",https://covers.openlibrary.org/b/id/13699667-L.jpg
B00094,9780765315151,Up against it,M. J. Locke; M.J. Locke; Cassandra Campbell,Tor,2022,Science Fiction; Fiction; Science,"Geoff and his friends live in Phocaea, a distant asteroid colony on the Solar System's frontier. They're your basic high-spirited young adults, enjoying such pastimes as hacking matter compilers to produce dancing skeletons that prance through the low-gee communal areas, using their rocket-bikes to salvage methane ice shrapnel that flies away when the colony brings in a big (and vital) rock of the stuff, and figuring out how to avoid the ubiquitous surveillance motes that are the million eyes of 'Stroiders, a reality-TV show whose Earthside producers have paid handsomely for the privilege of spying on every detail of the Phocaeans' lives.Life isn't as good as it seems, though. A mysterious act of sabotage kills Geoff's brother Carl and puts the entire colony at risk. And in short order, we discover that the whole thing may have been cooked up by the Martian mafia, as a means of executing a coup and turning Phocaea into a client-state. As if that wasn't bad enough, there's a rogue AI that was spawned during the industrial emergency and slipped through the distracted safeguards, and a giant x-factor in the form of the Viridians, a transhumanist cult that lives in Phocaea's bowels.In addition to Geoff, our story revolves around Jane, the colony's resource manager -- a bureaucrat engineer in charge of keeping the plumbing running on an artificial island of humanity poised on the knife-edge of hard vacuum and unforgiving space. She's more than a century old, and good at her job, but she is torn between the technical demands of the colony and the political realities of her situation, in which the fishbowl effect of 'Stroiders is compounded by a reputation economy that turns every person into a beauty contest competitor. Her manoeuverings to keep politics and engineering in harmony are the heart of the book.",https://covers.openlibrary.org/b/id/8056967-L.jpg
B00296,9780061002045,Bath Tangle,Georgette Heyer,HarperPrism,2021,Romance; Fiction,"The Earl of Spenborough has always been noted for his eccentricity. Leaving Fanny, a widow younger than his own daughter Serena is one thing, but quite another is leaving his daugther's fortune to the trusteeship of Ivo Barrasford, marquis of Rotherham -- a man whom Serena once jilted and who now has the power to give or withhold his consent to any marriage she might contemplate. Lady Serena Carlow is an acknowledged beauty, many eager suitors have vied for her hand, but she's got a temper as fiery as her head of red hair. When her father dies unexpectedly, Serena discovers to her horror that she has been left a ward of the odious Lord Rotherham. Serena raged as she heard her father's last will and testament! How could he mortgage his only daughter to Lord Rotherham, making the very man she had recently jilted caretaker of her inheritance and her heart?Her father's heir is eager to take over his inheritance--and her lifelong home-- but the the fiery-hearted Serena is not so easily controlled. She with her lovely young stepmother, Fanny as ""chaperone"", decide to move to Bath. There they'd turn the ton inside out! Volatile Serena and gentle Fanny could not be less alike but they are good friends. Serena makes an odd new friend and discovers a childhood sweetheart, Major Hector Kirkby. All too soon, the scandalous Serena had more beaux than she could dangle on a string, but none of them seemed to matter--now that her former suitor Rotherham pursued another beautiful belle! What she cannot know is that the astute Rotherham has a calculated scheme of his own for capturing her heart. Before long, Serena, Fanny, Kirkby, and Rotherham are entangled in a welter of misunderstood emotions, mistaken engagements, and misdirected love.",https://covers.openlibrary.org/b/id/42987-L.jpg
B00548,9780063296213,The Air Raid Book Club,Annie Lyons,HarperCollins Publishers,2024,General,"From the USA Today bestselling author of The Brilliant Life of Eudora Honeysett comes a heartwarming story of found family, love, and making connections through books set against the bombing of London during WWII. London, 1938: The bookstore just doesn't feel the same to Gertie Bingham ever since the death of her beloved husband Harry. Bingham Books was a dream they shared together, and without Harry, Gertie wonders if it's time to take her faithful old lab, Hemingway, and retire to the seaside. But fate has other plans for Gertie. In Germany, Hitler is on the rise, and Jewish families are making the heart-wrenching decision to send their children away from the growing turmoil. After a nudge from her dear friend Charles, Gertie decides to take in one of these refugees, a headstrong teenage girl named Hedy. Willful and fearless, Hedy reminds Gertie of herself at the same age, and shows her that she can't give up just yet. With the terrible threat of war on the horizon, the world needs people like Gertie Bingham and her bookshop. When the Blitz begins and bombs whistle overhead, Gertie and Hedy come up with the idea to start an air raid book club. Together with neighbors and bookstore customers, they hold lively discussions of everything from Winnie the Pooh to Wuthering Heights. After all, a good book can do wonders to bolster people's spirits, even in the most trying times. But even the best book can only provide a temporary escape, and as the tragic reality of the war hits home, the book club faces unimaginable losses. They will need all the strength of their stories and the bonds they've formed to see them through to brighter days. Supplemental enhancement PDF accompanies the audiobook.",https://covers.openlibrary.org/b/id/13463211-L.jpg
B00449,9789390077274,Horror Fiction in the Global South,Ritwick Bhattacharjee; Saikat Ghosh,Bloomsbury Publishing India Pvt. Ltd.,2021,Fantasy; Horror; History,"""Horror Fiction in the Global South: Cultures, Narratives, and Representations believes that the experiences of horror are not just individual but also/simultaneously cultural. Within this understanding, literary productions become rather potent sites for the relation of such experiences both on the individual and the cultural front. It's not coincidental, then, that either William Blatty's The Exorcist or Gabriel Garcia Marquez's One Hundred Years of Solitude become archetypes of the re-presentations of the way horror affects individuals placed inside different cultures. Such an affectation, though, is but a beginning of the ways in which the supernatural interacts with the human and gives rise to horror. Considering that almost all aspects of what we now designate as the Global North, and its concomitant, the Global South - political, historical, social, economic, cultural, and so on - function as different paradigms, the experiences of horror and their telling in stories become functionally different as well. Added to this are the variations that one nation or culture of the east has from another. The present anthology of essays, in such a scheme of things, seeks to examine and demonstrate these cultural differences embedded in the impact that figures of horror and specters of the night have on the narrative imagination of storytellers from the Global South. If horror has an everyday presence in the phenomenal reality that Southern cultures subscribe to, it demands alternative phenomenology. The anthology allows scholars and connoisseurs of Horror to explore theoretical possibilities that may help address precisely such a need.""--",https://covers.openlibrary.org/b/isbn/9789390077274-L.jpg
B00247,9782266152679,Drop Shot,Harlan Coben,Pocket,2022,Mystery; Fiction; Sports,"Valerie Simpson is a young female tennis star with a troubled past who's now on the verge of a comeback and wants Myron as her agent. Myron, who's also got the hottest young male tennis star, Duane Richwood, primed to take his first grand slam tournament, couldn't be happier. That is, until Valerie is murdered in broad daylight at the U.S. Open and Myron's number one client becomes the number one suspect.Clearing Duane's name should be easy enough. Duane was playing in a match at the time of Valerie's death. But why is his phone number in Valerie's black book when he claims only to have known her in passing? Why was she calling him from a phone booth on the street? The police stop caring once they pin the murder on a man known for having stalked Valerie and seen talking to her moments before the murder. But Myron isn't satisfied. It seems too clean for him.Myron pries a bit and finds himself prying open the past where six years before, Valerie's fiancee, the son of a senator, was brutally murdered by a juvenile delinquent and a straight-A student was subsequently gunned down on the street in retaliation, his death squandered in bureaucratic files. And everyone from the Senator to the mob want Myron to stop digging.The truth beneath the truth is not only dangerous, it's deadly. And Myron may be the next victim.In novels that crackle with wit and suspense, Edgar Award winner Harlan Coben has created one of the most fascinating and complex heroes in suspense fiction--Myron Bolitar--a hotheaded, tenderhearted sports agent who grows more and more engaging and unpredictable with each page-turning appearance.From the Paperback edition.",https://covers.openlibrary.org/b/id/4245765-L.jpg
B00595,9780708898406,The Underground Railroad,Colson Whitehead,Fleet,2023,Historical Fiction; Literary Fiction; Fiction; History,"Cora is a slave on a cotton plantation in Georgia. Life is hell for all the slaves, but especially bad for Cora; an outcast even among her fellow Africans, she is coming into womanhood-where even greater pain awaits. When Caesar, a recent arrival from Virginia, tells her about the Underground Railroad, they decide to take a terrifying risk and escape. Matters do not go as planned-Cora kills a young white boy who tries to capture her. Though they manage to find a station and head north, they are being hunted. In Whitehead's ingenious conception, the Underground Railroad is no mere metaphor-engineers and conductors operate a secret network of tracks and tunnels beneath the Southern soil. Cora and Caesar's first stop is South Carolina, in a city that initially seems like a haven. But the city's placid surface masks an insidious scheme designed for its black denizens. And even worse: Ridgeway, the relentless slave catcher, is close on their heels. Forced to flee again, Cora embarks on a harrowing flight, state by state, seeking true freedom. Like the protagonist of Gulliver's Travels, Cora encounters different worlds at each stage of her journey-hers is an odyssey through time as well as space. As Whitehead brilliantly re-creates the unique terrors for black people in the pre-Civil War era, his narrative seamlessly weaves the saga of America from the brutal importation of Africans to the unfulfilled promises of the present day. The Underground Railroad is at once a kinetic adventure tale of one woman's ferocious will to escape the horrors of bondage and a shattering, powerful meditation on the history we all share.",https://covers.openlibrary.org/b/id/7899016-L.jpg
B00276,9780795351891,Phantastes,George MacDonald,RosettaBooks,2024,Fantasy; Science Fiction; Romance; Fiction; Science,"One of George MacDonald's most important works, Phantastes is the story of a young man named Anotos and his long dreamlike journey in Fairy Land. It is the fairy tale of deep spiritual insight as Anotos makes his way through moments of uncertainty and peril and mistakes that can have irreversible consequences. This is also his spiritual quest that is destined to end with the supreme surrender of the self. When he finally experiences the hard-won surrender, a wave of joy overwhelms him. His intense personal introspection is honest as he is offered the full range of symbolic choices--great beauty, horrifying ugliness, irritating goblins, nurturing spirits. Each confrontation in Fairy Land allows Anotos to learn many necessary lessons. As he continues on the journey, many shadowy beings threaten his spiritual well-being and compel him to sing. The songs are irresistible to a beautiful White Lady who is freed from inside a statue by the music, and Anotos remains captivated by her for a long time. He sees the world more objectively; his trek invites a natural descent into feelings of pride and egotism. But his losses and sorrows coalesce themselves into things of grace, and these experiences help his spiritual growth. Please Note: This book has been reformatted to be easy to read in true text, not scanned images that can sometimes be difficult to decipher. The Microsoft eBook has a contents page linked to the chapter headings for easy navigation. The Adobe eBook has bookmarks at chapter headings and is printable up to two full copies per year. Both versions are text searchable.",https://covers.openlibrary.org/b/id/14358814-L.jpg
B00612,9781408705100,The Goldfinch,Donna Tartt; Katia Benovich,"Little, Brown Book Group Limited",2023,Fiction; Psychology; Philosophy; Art,"""The Goldfinch is a rarity that comes along perhaps half a dozen times per decade, a smartly written literary novel that connects with the heart as well as the mind....Donna Tartt has delivered an extraordinary work of fiction.""--Stephen King, The New York Times Book ReviewComposed with the skills of a master, The Goldfinch is a haunted odyssey through present day America and a drama of enthralling force and acuity.It begins with a boy. Theo Decker, a thirteen-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his unbearable longing for his mother, he clings to one thing that reminds him of her: a small, mysteriously captivating painting that ultimately draws Theo into the underworld of art. As an adult, Theo moves silkily between the drawing rooms of the rich and the dusty labyrinth of an antiques store where he works. He is alienated and in love-and at the center of a narrowing, ever more dangerous circle. The Goldfinch is a novel of shocking narrative energy and power. It combines unforgettably vivid characters, mesmerizing language, and breathtaking suspense, while plumbing with a philosopher's calm the deepest mysteries of love, identity, and art. It is a beautiful, stay-up-all-night and tell-all-your-friends triumph, an old-fashioned story of loss and obsession, survival and self-invention, and the ruthless machinations of fate.",https://covers.openlibrary.org/b/id/8771366-L.jpg
B00283,9780008435769,The Maid,Nita Prose,HarperCollins Publishers Limited,2023,Mystery; Thriller; Fiction,"Molly Gray is not like everyone else. She struggles with social skills and misreads the intentions of others. Her gran used to interpret the world for her, codifying it into simple rules that Molly could live by.Since Gran died a few months ago, twenty-five-year-old Molly has been navigating life's complexities all by herself. No matter-she throws herself with gusto into her work as a hotel maid. Her unique character, along with her obsessive love of cleaning and proper etiquette, make her an ideal fit for the job. She delights in donning her crisp uniform each morning, stocking her cart with miniature soaps and bottles, and returning guest rooms at the Regency Grand Hotel to a state of perfection.But Molly's orderly life is upended the day she enters the suite of the infamous and wealthy Charles Black, only to find it in a state of disarray and Mr. Black himself dead in his bed. Before she knows what's happening, Molly's unusual demeanor has the police targeting her as their lead suspect. She quickly finds herself caught in a web of deception, one she has no idea how to untangle. Fortunately for Molly, friends she never knew she had unite with her in a search for clues to what really happened to Mr. Black-but will they be able to find the real killer before it's too late?A *Clue*-like, locked-room mystery and a heartwarming journey of the spirit, *The Maid* explores what it means to be the same as everyone else and yet entirely different-and reveals that all mysteries can be solved through connection to the human heart.",https://covers.openlibrary.org/b/id/11199954-L.jpg
